Week,Rank,Cover,Genre,Song,Artist,Last_Week,Peak,Weeks_on_Chart
2025-12-27,91,https://charts-static.billboard.com/img/2025/11/cody-johnson-0vx-travelinsoldier-cvg-180x180.jpg,Country,Travelin' Soldier,Cody Johnson,78,12,6
2025-12-27,92,https://charts-static.billboard.com/img/2025/10/david-guetta-0qb-gonegonegone-bic-180x180.jpg,Pop,Gone Gone Gone,"David Guetta,Teddy Swims&Tones And I",91,91,3
2025-12-27,93,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Pop,Dog $hit,21 Savage&GloRilla,-,93,1
2025-12-27,94,https://charts-static.billboard.com/img/2025/11/tyla-8f0-chanel-gkl-180x180.jpg,Pop,Chanel,Tyla,-,94,1
2025-12-27,95,https://charts-static.billboard.com/img/2025/11/esdeekid-laa-180x180.jpg,Pop,4 Raws,EsDeeKid,-,95,1
2025-12-27,96,https://charts-static.billboard.com/img/2011/05/tyler-the-creator-e8x-180x180.jpg,Pop,Sugar On My Tongue,"Tyler, The Creator",82,41,22
2025-12-27,97,https://charts-static.billboard.com/img/2006/07/taylor-swift-vug-180x180.jpg,Pop,Father Figure,Taylor Swift,88,4,11
2025-12-27,98,https://charts-static.billboard.com/img/2025/08/loeshimmy-000-3am-fvs-180x180.jpg,Hip-Hop/Rap,3am,Loe Shimmy &Don Toliver,98,98,5
2025-12-27,99,https://charts-static.billboard.com/img/2024/09/chasematthew-iyz-darlin-vto-180x180.jpg,Country,Darlin',Chase Matthew,89,52,13
2025-12-27,100,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-iaintcomingback-l13-180x180.jpg,Country,I Ain't Coming Back,Morgan WallenFeaturingPost Malone,94,8,27
2025-12-20,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-qmg-alliwantforchristmasisyou-7ve-180x180.jpg,Pop,All I Want For Christmas Is You,Mariah Carey,1,1,77
2025-12-20,2,https://charts-static.billboard.com/img/1960/12/brenda-lee-we3-rockinaroundthechristmastree-lnw-180x180.jpg,Pop,Rockin' Around The Christmas Tree,Brenda Lee,3,1,69
2025-12-20,3,https://charts-static.billboard.com/img/1998/01/wham-pyz-lastchristmas-xhm-180x180.jpg,Pop,Last Christmas,Wham!,2,2,51
2025-12-20,4,https://charts-static.billboard.com/img/1958/12/bobby-helms-elv-jinglebellrock-dkg-180x180.jpg,Pop,Jingle Bell Rock,Bobby Helms,4,3,66
2025-12-20,5,https://charts-static.billboard.com/img/2014/12/ariana-grande-i9s-santatellme-st8-180x180.jpg,Pop,Santa Tell Me,Ariana Grande,8,5,34
2025-12-20,6,https://charts-static.billboard.com/img/2025/07/huntrxejaeaudreynunareiami-o2t-golden-ozh-180x180.jpg,K-Pop,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",5,1,25
2025-12-20,7,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-thefateofophelia-ki7-180x180.jpg,Pop,The Fate Of Ophelia,Taylor Swift,6,1,10
2025-12-20,8,https://charts-static.billboard.com/img/1960/12/nat-king-cole-4rw-thechristmassongmerrychristmastoyou-t9m-180x180.jpg,Pop,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",9,8,54
2025-12-20,9,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-60b-underneaththetree-hcd-180x180.jpg,Pop,Underneath The Tree,Kelly Clarkson,11,9,37
2025-12-20,10,https://charts-static.billboard.com/img/2001/12/andy-williams-6it-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,Pop,It's The Most Wonderful Time Of The Year,Andy Williams,10,5,50
2025-12-20,11,https://charts-static.billboard.com/img/2011/12/dean-martin-000-letitsnowletitsnowletitsnow-ipd-180x180.jpg,Pop,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,13,7,40
2025-12-20,12,https://charts-static.billboard.com/img/2025/02/alexwarren-vcb-ordinary-jb8-180x180.jpg,Pop,Ordinary,Alex Warren,7,1,44
2025-12-20,13,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Michael Buble,14,12,29
2025-12-20,14,https://charts-static.billboard.com/img/2001/12/the-ronettes-ae9-sleighride-k35-180x180.jpg,Pop,Sleigh Ride,The Ronettes,15,8,37
2025-12-20,15,https://charts-static.billboard.com/img/1998/01/burl-ives-2ew-ahollyjollychristmas-iae-180x180.jpg,Pop,A Holly Jolly Christmas,Burl Ives,16,4,49
2025-12-20,16,https://charts-static.billboard.com/img/1998/01/jose-feliciano-dak-feliznavidad-eq3-180x180.jpg,Pop,Feliz Navidad,Jose Feliciano,17,6,41
2025-12-20,17,https://charts-static.billboard.com/img/2025/08/oliviadean-8k4-manineed-jej-180x180.jpg,Pop,Man I Need,Olivia Dean,12,4,16
2025-12-20,18,https://charts-static.billboard.com/img/2014/12/darlene-love-4un-christmasbabypleasecomehome-430-180x180.jpg,Pop,Christmas (Baby Please Come Home),Darlene Love,18,15,30
2025-12-20,19,https://charts-static.billboard.com/img/1958/12/bing-crosby-000-whitechristmas1947-imr-180x180.jpg,Pop,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,19,12,42
2025-12-20,20,https://charts-static.billboard.com/img/2012/12/frank-sinatra-plj-jinglebells-vgd-180x180.jpg,Pop,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,21,16,21
2025-12-20,21,https://charts-static.billboard.com/img/1958/12/chuck-berry-7i5-runrudolphrun-bp6-180x180.jpg,Pop,Run Rudolph Run,Chuck Berry,22,10,29
2025-12-20,22,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,24,12,30
2025-12-20,23,https://charts-static.billboard.com/img/2018/01/nat-king-cole-4rw-deckthehalls-cvy-180x180.jpg,Pop,Deck The Halls,Nat King Cole,29,16,20
2025-12-20,24,https://charts-static.billboard.com/img/2024/10/leonthomas-y3w-mutt-ch5-180x180.jpg,R&B/Soul,Mutt,Leon Thomas,20,6,45
2025-12-20,25,https://charts-static.billboard.com/img/2025/11/ellalangley-0yx-choosintexas-3s2-180x180.jpg,Country,Choosin' Texas,Ella Langley,27,11,8
2025-12-20,26,https://charts-static.billboard.com/img/2025/02/sombr-2ps-backtofriends-xkb-180x180.jpg,Alternative,Back To Friends,sombr,23,10,37
2025-12-20,27,https://charts-static.billboard.com/img/2004/12/eartha-kitt-gmf-santababy-6tx-180x180.jpg,Pop,Santa Baby,Eartha KittWith Henri Rene And His Orchestra,30,20,15
2025-12-20,28,https://charts-static.billboard.com/img/2003/12/gene-autry-ry1-herecomessantaclausrightdownsantaclauslane-9tl-180x180.jpg,Pop,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,32,21,27
2025-12-20,29,https://charts-static.billboard.com/img/1998/01/elvis-presley-7uo-bluechristmas-sbf-180x180.jpg,Pop,Blue Christmas,Elvis Presley,31,18,19
2025-12-20,30,https://charts-static.billboard.com/img/2025/06/kehlani-b5q-folded-beh-180x180.jpg,R&B/Soul,Folded,Kehlani,26,7,26
2025-12-20,31,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-opalite-05j-180x180.jpg,Pop,Opalite,Taylor Swift,25,2,10
2025-12-20,32,https://charts-static.billboard.com/img/2019/11/jonas-brothers-f8u-likeitschristmas-y6k-180x180.jpg,Pop,Like It's Christmas,Jonas Brothers,35,32,11
2025-12-20,33,https://charts-static.billboard.com/img/1996/01/paul-mccartney-grq-wonderfulchristmastime-xyz-180x180.jpg,Pop,Wonderful Christmastime,Paul McCartney,33,26,18
2025-12-20,34,https://charts-static.billboard.com/img/1978/12/eagles-3gb-pleasecomehomeforchristmas-pgy-180x180.jpg,Rock,Please Come Home For Christmas,Eagles,34,18,19
2025-12-20,35,https://charts-static.billboard.com/img/1998/12/gene-autry-ry1-rudolphtherednosedreindeer-ujc-180x180.jpg,Pop,Rudolph The Red-Nosed Reindeer,Gene Autry& The Pinafores,37,16,31
2025-12-20,36,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Daisies,Justin Bieber,28,2,22
2025-12-20,37,https://charts-static.billboard.com/img/1962/12/vince-guaraldi-trio-fha-180x180.jpg,Pop,Christmastime Is Here,Vince Guaraldi Trio,38,31,9
2025-12-20,38,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,Holly Jolly Christmas,Michael Buble,36,36,3
2025-12-20,39,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg,Pop,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,41,31,15
2025-12-20,40,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-60b-santacantyouhearme-hin-180x180.jpg,Pop,"Santa, Can't You Hear Me",Kelly Clarkson&Ariana Grande,40,40,6
2025-12-20,41,https://charts-static.billboard.com/img/2001/12/the-beach-boys-000-littlesaintnick-4t8-180x180.jpg,Pop,Little Saint Nick,The Beach Boys,39,25,13
2025-12-20,42,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,(There's No Place Like) Home For The Holidays (1959),Perry ComoWith Mitchell Ayers And His Orchestra,-,22,14
2025-12-20,43,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Mistletoe,Justin Bieber,44,11,16
2025-12-20,44,https://charts-static.billboard.com/img/2021/12/ed-sheeran-5jf-merrychristmas-pjm-180x180.jpg,Pop,Merry Christmas,Ed Sheeran&Elton John,43,38,10
2025-12-20,45,https://charts-static.billboard.com/img/1997/01/donny-hathaway-000-thischristmas-2cc-180x180.jpg,Pop,This Christmas,Donny Hathaway,50,34,8
2025-12-20,46,https://charts-static.billboard.com/img/1958/09/andy-williams-6it-180x180.jpg,Pop,Happy Holiday / The Holiday Season,Andy Williams,-,18,22
2025-12-20,47,https://charts-static.billboard.com/img/2002/01/the-jacksons-000-santaclausiscomintotown-vkq-180x180.jpg,Pop,Santa Claus Is Comin' To Town,Jackson 5,46,30,13
2025-12-20,48,https://charts-static.billboard.com/img/2008/12/dean-martin-mm0-180x180.jpg,Pop,Baby It's Cold Outside,Dean Martin,48,36,4
2025-12-20,49,https://charts-static.billboard.com/img/2018/12/darlene-love-4un-winterwonderland-foc-180x180.jpg,Pop,Winter Wonderland,Darlene Love,49,48,3
2025-12-20,50,https://charts-static.billboard.com/img/2012/12/vince-guaraldi-trio-fha-linusandlucypeanutstheme-y3d-180x180.jpg,Pop,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,-,37,3
2025-12-20,51,https://charts-static.billboard.com/img/2025/08/chris-brown-cyh-itdepends-6sf-180x180.jpg,R&B/Soul,It Depends,Chris BrownFeaturingBryson Tiller,42,16,20
2025-12-20,52,https://charts-static.billboard.com/img/2024/11/riley-green-flo-dontmindifido-5mc-180x180.jpg,Pop,Don't Mind If I Do,Riley GreenFeaturing Ella Langley,52,32,19
2025-12-20,53,https://charts-static.billboard.com/img/2025/10/tatemcrae-vd8-titfortat-qq9-180x180.jpg,Pop,Tit For Tat,Tate McRae,45,3,11
2025-12-20,54,https://charts-static.billboard.com/img/2022/01/oliviadean-8k4-180x180.jpg,Pop,So Easy (To Fall In Love),Olivia Dean,47,18,11
2025-12-20,55,https://charts-static.billboard.com/img/2025/10/raye-azb-whereismyhusband-mtb-180x180.jpg,Pop,Where Is My Husband!,RAYE,53,37,11
2025-12-20,56,https://charts-static.billboard.com/img/2016/09/gunna-t8f-180x180.jpg,Pop,wgft,GunnaFeaturingBurna Boy,54,40,18
2025-12-20,57,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-20cigarettes-37w-180x180.jpg,Country,20 Cigarettes,Morgan Wallen,57,20,29
2025-12-20,58,https://charts-static.billboard.com/img/2021/01/mariahthescientist-nuo-180x180.jpg,R&B/Soul,Is It A Crime,Mariah The Scientist&Kali Uchis,60,45,18
2025-12-20,59,https://charts-static.billboard.com/img/2025/09/sabrina-carpenter-l0r-tears-3zb-180x180.jpg,Pop,Tears,Sabrina Carpenter,51,3,15
2025-12-20,60,https://charts-static.billboard.com/img/2025/07/katseye-xrz-gabriela-iea-180x180.jpg,Pop,Gabriela,KATSEYE,55,31,21
2025-12-20,61,https://charts-static.billboard.com/img/2024/05/mylessmith-w4f-180x180.jpg,Singer/Songwriter,Nice To Meet You,Myles Smith,58,54,27
2025-12-20,62,https://charts-static.billboard.com/img/2025/03/russell-dickerson-aem-happentome-tcj-180x180.jpg,Pop,Happen To Me,Russell Dickerson,56,28,34
2025-12-20,63,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Yukon,Justin Bieber,61,17,22
2025-12-20,64,https://charts-static.billboard.com/img/2023/02/bigxthaplug-b4l-180x180.jpg,Hip-Hop/Rap,Hell At Night,BigXthaPlug Featuring Ella Langley,62,35,18
2025-12-20,65,https://charts-static.billboard.com/img/2024/11/hudsonwestbrook-9ly-houseagain-zq0-180x180.jpg,Country,House Again,Hudson Westbrook,63,47,34
2025-12-20,66,https://charts-static.billboard.com/img/2025/07/meganmoroney-ugl-6monthslater-74i-180x180.jpg,Pop,6 Months Later,Megan Moroney,59,30,25
2025-12-20,67,https://charts-static.billboard.com/img/2024/11/maxmcnown-0ht-bettermeforyoubrowneyes-h8h-180x180.jpg,Country,Better Me For You (Brown Eyes),Max McNown,64,50,26
2025-12-20,68,https://charts-static.billboard.com/img/2025/05/cody-johnson-0vx-thefall-rvi-180x180.jpg,Country,The Fall,Cody Johnson,72,68,11
2025-12-20,69,https://charts-static.billboard.com/img/2025/11/oliviadean-8k4-acoupleminutes-of9-180x180.jpg,Pop,A Couple Minutes,Olivia Dean,65,55,7
2025-12-20,70,https://charts-static.billboard.com/img/2025/05/youngboy-never-broke-again-ak3-shotcallin-a7o-180x180.jpg,Hip-Hop/Rap,Shot Callin,YoungBoy Never Broke Again,67,43,13
2025-12-20,71,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg,Pop,Let's Do It,"Lil Baby,Playboi Carti& Skooly",-,71,1
2025-12-20,72,https://charts-static.billboard.com/img/2025/10/tame-impala-nyr-dracula-dtm-180x180.jpg,Alternative,Dracula,Tame Impala,70,30,11
2025-12-20,73,https://charts-static.billboard.com/img/2013/08/metro-boomin-koo-180x180.jpg,Hip-Hop/Rap,Take Me Thru Dere,"Metro Boomin,Quavo, Breskii & YKNIECE",71,69,11
2025-12-20,74,https://charts-static.billboard.com/img/2025/11/gwen-stefani-m9c-shakethesnowglobe-vm7-180x180.jpg,Pop,Shake The Snow Globe,Gwen Stefani,86,74,2
2025-12-20,75,https://charts-static.billboard.com/img/2019/01/shaboozey-2wm-180x180.jpg,Country,Amen,Shaboozey&Jelly Roll,77,56,31
2025-12-20,76,https://charts-static.billboard.com/img/2025/08/sombr-2ps-12to12-142-180x180.jpg,Alternative,12 To 12,sombr,75,41,17
2025-12-20,77,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-elizabethtaylor-fes-180x180.jpg,Pop,Elizabeth Taylor,Taylor Swift,68,3,10
2025-12-20,78,https://charts-static.billboard.com/img/2025/11/cody-johnson-0vx-travelinsoldier-cvg-180x180.jpg,Country,Travelin' Soldier,Cody Johnson,73,12,5
2025-12-20,79,https://charts-static.billboard.com/img/2025/08/alexwarren-vcb-eternity-s7w-180x180.jpg,Pop,Eternity,Alex Warren,-,16,15
2025-12-20,80,https://charts-static.billboard.com/img/2025/04/hardy-rmc-favoritecountrysong-jny-180x180.jpg,Country,Favorite Country Song,HARDY,79,79,7
2025-12-20,81,https://charts-static.billboard.com/img/2024/08/gavinadcock-zdi-180x180.jpg,Pop,Last One To Know,Gavin Adcock,78,54,17
2025-12-20,82,https://charts-static.billboard.com/img/2011/05/tyler-the-creator-e8x-180x180.jpg,Pop,Sugar On My Tongue,"Tyler, The Creator",74,41,21
2025-12-20,83,https://charts-static.billboard.com/img/2016/03/cardi-b-tfu-180x180.jpg,Hip-Hop/Rap,ErrTime,Cardi B,82,43,11
2025-12-20,84,https://charts-static.billboard.com/img/2025/09/jason-aldean-903-howfardoesagoodbyego-vgz-180x180.jpg,Country,How Far Does A Goodbye Go,Jason Aldean,90,80,9
2025-12-20,85,https://charts-static.billboard.com/img/2025/01/parmalee-3ux-cowgirl-thf-180x180.jpg,Country,Cowgirl,Parmalee,85,85,2
2025-12-20,86,https://charts-static.billboard.com/img/2025/10/luke-combs-s5l-dayslikethese-eep-180x180.jpg,Country,Days Like These,Luke Combs,87,79,7
2025-12-20,87,https://charts-static.billboard.com/img/2025/09/ed-sheeran-5jf-camera-2jx-180x180.jpg,Pop,Camera,Ed Sheeran,81,58,13
2025-12-20,88,https://charts-static.billboard.com/img/2006/07/taylor-swift-vug-180x180.jpg,Pop,Father Figure,Taylor Swift,80,4,10
2025-12-20,89,https://charts-static.billboard.com/img/2024/09/chasematthew-iyz-darlin-vto-180x180.jpg,Country,Darlin',Chase Matthew,76,52,12
2025-12-20,90,https://charts-static.billboard.com/img/2019/11/tatemcrae-vd8-180x180.jpg,Pop,Nobody's Girl,Tate McRae,66,29,3
2025-12-20,91,https://charts-static.billboard.com/img/2025/10/david-guetta-0qb-gonegonegone-bic-180x180.jpg,Pop,Gone Gone Gone,"David Guetta,Teddy Swims&Tones And I",92,91,2
2025-12-20,92,https://charts-static.billboard.com/img/2025/09/oliviadean-8k4-nicetoeachother-lqm-180x180.jpg,Pop,Nice To Each Other,Olivia Dean,91,78,9
2025-12-20,93,https://charts-static.billboard.com/img/2006/07/taylor-swift-vug-180x180.jpg,Pop,Wi$h Li$t,Taylor Swift,84,6,10
2025-12-20,94,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-iaintcomingback-l13-180x180.jpg,Country,I Ain't Coming Back,Morgan WallenFeaturingPost Malone,-,8,26
2025-12-20,95,https://charts-static.billboard.com/img/2025/11/meganmoroney-ugl-beautifulthings-3dm-180x180.jpg,Country,Beautiful Things,Megan Moroney,-,64,4
2025-12-20,96,https://charts-static.billboard.com/img/2018/09/themarias-mjs-180x180.jpg,Alternative,Sienna,The Marias,95,74,13
2025-12-20,97,https://charts-static.billboard.com/img/2022/01/oliviadean-8k4-180x180.jpg,Pop,Let Alone The One You Love,Olivia Dean,98,95,4
2025-12-20,98,https://charts-static.billboard.com/img/2025/08/loeshimmy-000-3am-fvs-180x180.jpg,Hip-Hop/Rap,3am,Loe Shimmy &Don Toliver,-,98,4
2025-12-20,99,https://charts-static.billboard.com/img/2008/04/she-him-5u4-180x180.jpg,Rock,I Thought I Saw Your Face Today,She & Him,-,99,1
2025-12-20,100,https://charts-static.billboard.com/img/2014/06/sabrina-carpenter-l0r-180x180.jpg,Pop,When Did You Get Hot?,Sabrina Carpenter,100,17,15
2025-12-13,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-qmg-alliwantforchristmasisyou-7ve-180x180.jpg,Pop,All I Want For Christmas Is You,Mariah Carey,5,1,76
2025-12-13,2,https://charts-static.billboard.com/img/1998/01/wham-pyz-lastchristmas-xhm-180x180.jpg,Pop,Last Christmas,Wham!,6,2,50
2025-12-13,3,https://charts-static.billboard.com/img/1960/12/brenda-lee-we3-rockinaroundthechristmastree-lnw-180x180.jpg,Pop,Rockin' Around The Christmas Tree,Brenda Lee,7,1,68
2025-12-13,4,https://charts-static.billboard.com/img/1958/12/bobby-helms-elv-jinglebellrock-dkg-180x180.jpg,Pop,Jingle Bell Rock,Bobby Helms,8,3,65
2025-12-13,5,https://charts-static.billboard.com/img/2025/07/huntrxejaeaudreynunareiami-o2t-golden-ozh-180x180.jpg,K-Pop,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,1,24
2025-12-13,6,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-thefateofophelia-ki7-180x180.jpg,Pop,The Fate Of Ophelia,Taylor Swift,1,1,9
2025-12-13,7,https://charts-static.billboard.com/img/2025/02/alexwarren-vcb-ordinary-jb8-180x180.jpg,Pop,Ordinary,Alex Warren,3,1,43
2025-12-13,8,https://charts-static.billboard.com/img/2014/12/ariana-grande-i9s-santatellme-st8-180x180.jpg,Pop,Santa Tell Me,Ariana Grande,13,5,33
2025-12-13,9,https://charts-static.billboard.com/img/1960/12/nat-king-cole-4rw-thechristmassongmerrychristmastoyou-t9m-180x180.jpg,Pop,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",18,9,53
2025-12-13,10,https://charts-static.billboard.com/img/2001/12/andy-williams-6it-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,Pop,It's The Most Wonderful Time Of The Year,Andy Williams,17,5,49
2025-12-13,11,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-60b-underneaththetree-hcd-180x180.jpg,Pop,Underneath The Tree,Kelly Clarkson,19,9,36
2025-12-13,12,https://charts-static.billboard.com/img/2025/08/oliviadean-8k4-manineed-jej-180x180.jpg,Pop,Man I Need,Olivia Dean,4,4,15
2025-12-13,13,https://charts-static.billboard.com/img/2011/12/dean-martin-000-letitsnowletitsnowletitsnow-ipd-180x180.jpg,Pop,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,22,7,39
2025-12-13,14,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Michael Buble,21,12,28
2025-12-13,15,https://charts-static.billboard.com/img/2001/12/the-ronettes-ae9-sleighride-k35-180x180.jpg,Pop,Sleigh Ride,The Ronettes,20,8,36
2025-12-13,16,https://charts-static.billboard.com/img/1998/01/burl-ives-2ew-ahollyjollychristmas-iae-180x180.jpg,Pop,A Holly Jolly Christmas,Burl Ives,24,4,48
2025-12-13,17,https://charts-static.billboard.com/img/1998/01/jose-feliciano-dak-feliznavidad-eq3-180x180.jpg,Pop,Feliz Navidad,Jose Feliciano,23,6,40
2025-12-13,18,https://charts-static.billboard.com/img/2014/12/darlene-love-4un-christmasbabypleasecomehome-430-180x180.jpg,Pop,Christmas (Baby Please Come Home),Darlene Love,25,15,29
2025-12-13,19,https://charts-static.billboard.com/img/1958/12/bing-crosby-000-whitechristmas1947-imr-180x180.jpg,Pop,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,34,12,41
2025-12-13,20,https://charts-static.billboard.com/img/2024/10/leonthomas-y3w-mutt-ch5-180x180.jpg,R&B/Soul,Mutt,Leon Thomas,9,6,44
2025-12-13,21,https://charts-static.billboard.com/img/2012/12/frank-sinatra-plj-jinglebells-vgd-180x180.jpg,Pop,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,31,16,20
2025-12-13,22,https://charts-static.billboard.com/img/1958/12/chuck-berry-7i5-runrudolphrun-bp6-180x180.jpg,Pop,Run Rudolph Run,Chuck Berry,39,10,28
2025-12-13,23,https://charts-static.billboard.com/img/2025/02/sombr-2ps-backtofriends-xkb-180x180.jpg,Alternative,Back To Friends,sombr,15,10,36
2025-12-13,24,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,38,12,29
2025-12-13,25,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-opalite-05j-180x180.jpg,Pop,Opalite,Taylor Swift,10,2,9
2025-12-13,26,https://charts-static.billboard.com/img/2025/06/kehlani-b5q-folded-beh-180x180.jpg,R&B/Soul,Folded,Kehlani,12,7,25
2025-12-13,27,https://charts-static.billboard.com/img/2025/11/ellalangley-0yx-choosintexas-3s2-180x180.jpg,Country,Choosin' Texas,Ella Langley,11,11,7
2025-12-13,28,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Daisies,Justin Bieber,14,2,21
2025-12-13,29,https://charts-static.billboard.com/img/2018/01/nat-king-cole-4rw-deckthehalls-cvy-180x180.jpg,Pop,Deck The Halls,Nat King Cole,45,16,19
2025-12-13,30,https://charts-static.billboard.com/img/2004/12/eartha-kitt-gmf-santababy-6tx-180x180.jpg,Pop,Santa Baby,Eartha KittWith Henri Rene And His Orchestra,49,20,14
2025-12-13,31,https://charts-static.billboard.com/img/1998/01/elvis-presley-7uo-bluechristmas-sbf-180x180.jpg,Pop,Blue Christmas,Elvis Presley,50,18,18
2025-12-13,32,https://charts-static.billboard.com/img/2003/12/gene-autry-ry1-herecomessantaclausrightdownsantaclauslane-9tl-180x180.jpg,Pop,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,42,21,26
2025-12-13,33,https://charts-static.billboard.com/img/1996/01/paul-mccartney-grq-wonderfulchristmastime-xyz-180x180.jpg,Pop,Wonderful Christmastime,Paul McCartney,-,26,17
2025-12-13,34,https://charts-static.billboard.com/img/1978/12/eagles-3gb-pleasecomehomeforchristmas-pgy-180x180.jpg,Rock,Please Come Home For Christmas,Eagles,-,18,18
2025-12-13,35,https://charts-static.billboard.com/img/2019/11/jonas-brothers-f8u-likeitschristmas-y6k-180x180.jpg,Pop,Like It's Christmas,Jonas Brothers,-,35,10
2025-12-13,36,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,Holly Jolly Christmas,Michael Buble,-,36,2
2025-12-13,37,https://charts-static.billboard.com/img/1998/12/gene-autry-ry1-rudolphtherednosedreindeer-ujc-180x180.jpg,Pop,Rudolph The Red-Nosed Reindeer,Gene Autry& The Pinafores,-,16,30
2025-12-13,38,https://charts-static.billboard.com/img/1962/12/vince-guaraldi-trio-fha-180x180.jpg,Pop,Christmastime Is Here,Vince Guaraldi Trio,-,31,8
2025-12-13,39,https://charts-static.billboard.com/img/2001/12/the-beach-boys-000-littlesaintnick-4t8-180x180.jpg,Pop,Little Saint Nick,The Beach Boys,-,25,12
2025-12-13,40,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-60b-santacantyouhearme-hin-180x180.jpg,Pop,"Santa, Can't You Hear Me",Kelly Clarkson&Ariana Grande,-,40,5
2025-12-13,41,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg,Pop,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,-,31,14
2025-12-13,42,https://charts-static.billboard.com/img/2025/08/chris-brown-cyh-itdepends-6sf-180x180.jpg,R&B/Soul,It Depends,Chris BrownFeaturingBryson Tiller,28,16,19
2025-12-13,43,https://charts-static.billboard.com/img/2021/12/ed-sheeran-5jf-merrychristmas-pjm-180x180.jpg,Pop,Merry Christmas,Ed Sheeran&Elton John,-,38,9
2025-12-13,44,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Mistletoe,Justin Bieber,-,11,15
2025-12-13,45,https://charts-static.billboard.com/img/2025/10/tatemcrae-vd8-titfortat-qq9-180x180.jpg,Pop,Tit For Tat,Tate McRae,26,3,10
2025-12-13,46,https://charts-static.billboard.com/img/2002/01/the-jacksons-000-santaclausiscomintotown-vkq-180x180.jpg,Pop,Santa Claus Is Comin' To Town,Jackson 5,-,30,12
2025-12-13,47,https://charts-static.billboard.com/img/2022/01/oliviadean-8k4-180x180.jpg,Pop,So Easy (To Fall In Love),Olivia Dean,27,18,10
2025-12-13,48,https://charts-static.billboard.com/img/2008/12/dean-martin-mm0-180x180.jpg,Pop,Baby It's Cold Outside,Dean Martin,-,36,3
2025-12-13,49,https://charts-static.billboard.com/img/2018/12/darlene-love-4un-winterwonderland-foc-180x180.jpg,Pop,Winter Wonderland,Darlene Love,-,48,2
