Week,Rank,Cover,Genre,Song,Artist,Last_Week,Peak,Weeks_on_Chart
2026-01-03,29,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Mistletoe,Justin Bieber,43,11,18
2026-01-03,30,https://charts-static.billboard.com/img/1998/12/gene-autry-ry1-rudolphtherednosedreindeer-ujc-180x180.jpg,Pop,Rudolph The Red-Nosed Reindeer,Gene Autry& The Pinafores,35,16,33
2026-01-03,31,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-60b-santacantyouhearme-hin-180x180.jpg,Pop,"Santa, Can't You Hear Me",Kelly Clarkson&Ariana Grande,38,31,8
2026-01-03,32,https://charts-static.billboard.com/img/2001/12/the-beach-boys-000-littlesaintnick-4t8-180x180.jpg,Pop,Little Saint Nick,The Beach Boys,41,25,15
2026-01-03,33,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,Holly Jolly Christmas,Michael Buble,40,33,5
2026-01-03,34,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg,Pop,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,39,31,17
2026-01-03,35,https://charts-static.billboard.com/img/2008/12/dean-martin-mm0-180x180.jpg,Pop,Baby It's Cold Outside,Dean Martin,45,35,6
2026-01-03,36,https://charts-static.billboard.com/img/2025/08/oliviadean-8k4-manineed-jej-180x180.jpg,Pop,Man I Need,Olivia Dean,18,4,18
2026-01-03,37,https://charts-static.billboard.com/img/2021/12/ed-sheeran-5jf-merrychristmas-pjm-180x180.jpg,Pop,Merry Christmas,Ed Sheeran&Elton John,42,37,12
2026-01-03,38,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,(There's No Place Like) Home For The Holidays (1959),Perry ComoWith Mitchell Ayers And His Orchestra,46,22,16
2026-01-03,39,https://charts-static.billboard.com/img/1997/01/donny-hathaway-000-thischristmas-2cc-180x180.jpg,Pop,This Christmas,Donny Hathaway,47,34,10
2026-01-03,40,https://charts-static.billboard.com/img/2018/12/darlene-love-4un-winterwonderland-foc-180x180.jpg,Pop,Winter Wonderland,Darlene Love,50,40,5
2026-01-03,41,https://charts-static.billboard.com/img/2019/11/sia-go1-snowman-7oj-180x180.jpg,Pop,Snowman,Sia,-,41,2
2026-01-03,42,https://charts-static.billboard.com/img/1958/09/andy-williams-6it-180x180.jpg,Pop,Happy Holiday / The Holiday Season,Andy Williams,49,18,24
2026-01-03,43,https://charts-static.billboard.com/img/2002/01/the-jacksons-000-santaclausiscomintotown-vkq-180x180.jpg,Pop,Santa Claus Is Comin' To Town,Jackson 5,48,30,15
2026-01-03,44,https://charts-static.billboard.com/img/1969/11/jackson5-pwt-180x180.jpg,Pop,I Saw Mommy Kissing Santa Claus,Jackson 5,-,43,2
2026-01-03,45,https://charts-static.billboard.com/img/1996/01/john-lennon-36u-happyxmaswarisover-xlh-180x180.jpg,Pop,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,-,38,7
2026-01-03,46,https://charts-static.billboard.com/img/2000/11/gwen-stefani-m9c-180x180.jpg,Pop,You Make It Feel Like Christmas,Gwen StefaniFeaturingBlake Shelton,-,46,2
2026-01-03,47,https://charts-static.billboard.com/img/2012/12/vince-guaraldi-trio-fha-linusandlucypeanutstheme-y3d-180x180.jpg,Pop,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,-,37,4
2026-01-03,48,https://charts-static.billboard.com/img/2025/11/ellalangley-0yx-choosintexas-3s2-180x180.jpg,Country,Choosin' Texas,Ella Langley,26,11,10
2026-01-03,49,https://charts-static.billboard.com/img/2014/12/bing-crosby-000-melekalikimakamerrychristmas-bwr-180x180.jpg,Pop,Mele Kalikimaka (Merry Christmas),Bing Crosby& The Andrews Sisters,-,36,2
2026-01-03,50,https://charts-static.billboard.com/img/2017/12/bing-crosby-000-illbehomeforchristmas-qf3-180x180.jpg,Pop,I'll Be Home For Christmas,Bing CrosbyWith John Scott Trotter And His Orchestra,-,50,2
2026-01-03,51,https://charts-static.billboard.com/img/2025/06/kehlani-b5q-folded-beh-180x180.jpg,R&B/Soul,Folded,Kehlani,34,7,28
2026-01-03,52,https://charts-static.billboard.com/img/2025/02/sombr-2ps-backtofriends-xkb-180x180.jpg,Alternative,Back To Friends,sombr,30,10,39
2026-01-03,53,https://charts-static.billboard.com/img/2025/12/poohshiesty-klv-fdo-1pe-180x180.jpg,Hip-Hop/Rap,FDO,Pooh Shiesty,22,22,2
2026-01-03,54,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-opalite-05j-180x180.jpg,Pop,Opalite,Taylor Swift,37,2,12
2026-01-03,55,https://charts-static.billboard.com/img/2025/11/gwen-stefani-m9c-shakethesnowglobe-vm7-180x180.jpg,Pop,Shake The Snow Globe,Gwen Stefani,71,55,4
2026-01-03,56,https://charts-static.billboard.com/img/2025/10/raye-azb-whereismyhusband-mtb-180x180.jpg,Pop,Where Is My Husband!,RAYE,53,37,13
2026-01-03,57,https://charts-static.billboard.com/img/2022/01/oliviadean-8k4-180x180.jpg,Pop,So Easy (To Fall In Love),Olivia Dean,54,18,13
2026-01-03,58,https://charts-static.billboard.com/img/2025/10/tatemcrae-vd8-titfortat-qq9-180x180.jpg,Pop,Tit For Tat,Tate McRae,56,3,13
2026-01-03,59,https://charts-static.billboard.com/img/2016/09/gunna-t8f-180x180.jpg,Pop,wgft,GunnaFeaturingBurna Boy,57,40,20
2026-01-03,60,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-20cigarettes-37w-180x180.jpg,Country,20 Cigarettes,Morgan Wallen,58,20,31
2026-01-03,61,https://charts-static.billboard.com/img/2021/01/mariahthescientist-nuo-180x180.jpg,R&B/Soul,Is It A Crime,Mariah The Scientist&Kali Uchis,59,45,20
2026-01-03,62,https://charts-static.billboard.com/img/2024/11/riley-green-flo-dontmindifido-5mc-180x180.jpg,Pop,Don't Mind If I Do,Riley GreenFeaturing Ella Langley,55,32,21
2026-01-03,63,https://charts-static.billboard.com/img/2025/07/katseye-xrz-gabriela-iea-180x180.jpg,Pop,Gabriela,KATSEYE,60,31,23
2026-01-03,64,https://charts-static.billboard.com/img/2025/11/esdeekid-laa-180x180.jpg,Pop,4 Raws,EsDeeKid,95,64,2
2026-01-03,65,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Yukon,Justin Bieber,62,17,24
2026-01-03,66,https://charts-static.billboard.com/img/2023/02/bigxthaplug-b4l-180x180.jpg,Hip-Hop/Rap,Hell At Night,BigXthaPlug Featuring Ella Langley,64,35,20
2026-01-03,67,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Electronic,Mr Recoup,21 Savage&Drake,51,51,2
2026-01-03,68,https://charts-static.billboard.com/img/2025/11/oliviadean-8k4-acoupleminutes-of9-180x180.jpg,Pop,A Couple Minutes,Olivia Dean,69,55,9
2026-01-03,69,https://charts-static.billboard.com/img/2025/03/russell-dickerson-aem-happentome-tcj-180x180.jpg,Pop,Happen To Me,Russell Dickerson,63,28,36
2026-01-03,70,https://charts-static.billboard.com/img/2024/11/hudsonwestbrook-9ly-houseagain-zq0-180x180.jpg,Country,House Again,Hudson Westbrook,66,47,36
2026-01-03,71,https://charts-static.billboard.com/img/2025/09/sabrina-carpenter-l0r-tears-3zb-180x180.jpg,Pop,Tears,Sabrina Carpenter,67,3,17
2026-01-03,72,https://charts-static.billboard.com/img/2008/04/she-him-5u4-180x180.jpg,Rock,I Thought I Saw Your Face Today,She & Him,74,72,3
2026-01-03,73,https://charts-static.billboard.com/img/2025/07/meganmoroney-ugl-6monthslater-74i-180x180.jpg,Pop,6 Months Later,Megan Moroney,65,30,27
2026-01-03,74,https://charts-static.billboard.com/img/2024/11/maxmcnown-0ht-bettermeforyoubrowneyes-h8h-180x180.jpg,Country,Better Me For You (Brown Eyes),Max McNown,68,50,28
2026-01-03,75,https://charts-static.billboard.com/img/2025/05/youngboy-never-broke-again-ak3-shotcallin-a7o-180x180.jpg,Hip-Hop/Rap,Shot Callin,YoungBoy Never Broke Again,72,43,15
2026-01-03,76,https://charts-static.billboard.com/img/2025/05/cody-johnson-0vx-thefall-rvi-180x180.jpg,Country,The Fall,Cody Johnson,70,68,13
2026-01-03,77,https://charts-static.billboard.com/img/2013/08/metro-boomin-koo-180x180.jpg,Hip-Hop/Rap,Take Me Thru Dere,"Metro Boomin,Quavo, Breskii & YKNIECE",81,69,13
2026-01-03,78,https://charts-static.billboard.com/img/2016/03/cardi-b-tfu-180x180.jpg,Hip-Hop/Rap,ErrTime,Cardi B,83,43,13
2026-01-03,79,https://charts-static.billboard.com/img/2019/01/shaboozey-2wm-180x180.jpg,Country,Amen,Shaboozey&Jelly Roll,73,56,33
2026-01-03,80,https://charts-static.billboard.com/img/2025/04/hardy-rmc-favoritecountrysong-jny-180x180.jpg,Country,Favorite Country Song,HARDY,76,76,9
2026-01-03,81,https://charts-static.billboard.com/img/2025/11/esdeekid-laa-180x180.jpg,Electronic,Phantom,EsDeeKid & Rico Ace,-,81,1
2026-01-03,82,https://charts-static.billboard.com/img/2025/11/tyla-8f0-chanel-gkl-180x180.jpg,Pop,Chanel,Tyla,94,82,2
2026-01-03,83,https://charts-static.billboard.com/img/2025/08/sombr-2ps-12to12-142-180x180.jpg,Alternative,12 To 12,sombr,79,41,19
2026-01-03,84,https://charts-static.billboard.com/img/2025/10/tame-impala-nyr-dracula-dtm-180x180.jpg,Alternative,Dracula,Tame Impala,78,30,13
2026-01-03,85,https://charts-static.billboard.com/img/2025/09/ed-sheeran-5jf-camera-2jx-180x180.jpg,Pop,Camera,Ed Sheeran,88,58,15
2026-01-03,86,https://charts-static.billboard.com/img/2025/09/jason-aldean-903-howfardoesagoodbyego-vgz-180x180.jpg,Country,How Far Does A Goodbye Go,Jason Aldean,80,80,11
2026-01-03,87,https://charts-static.billboard.com/img/2025/10/luke-combs-s5l-dayslikethese-eep-180x180.jpg,Country,Days Like These,Luke Combs,87,79,9
2026-01-03,88,https://charts-static.billboard.com/img/2026/01/oliviadean-8k4-thechristmassong-wj5-180x180.jpg,Pop,The Christmas Song,Olivia Dean,-,88,1
2026-01-03,89,https://charts-static.billboard.com/img/2024/08/gavinadcock-zdi-180x180.jpg,Pop,Last One To Know,Gavin Adcock,90,54,19
2026-01-03,90,https://charts-static.billboard.com/img/2025/01/parmalee-3ux-cowgirl-thf-180x180.jpg,Country,Cowgirl,Parmalee,84,84,4
2026-01-03,91,https://charts-static.billboard.com/img/2025/08/alexwarren-vcb-eternity-s7w-180x180.jpg,Pop,Eternity,Alex Warren,75,16,17
2026-01-03,92,https://charts-static.billboard.com/img/2025/10/david-guetta-0qb-gonegonegone-bic-180x180.jpg,Pop,Gone Gone Gone,"David Guetta,Teddy Swims&Tones And I",92,91,4
2026-01-03,93,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-elizabethtaylor-fes-180x180.jpg,Pop,Elizabeth Taylor,Taylor Swift,85,3,12
2026-01-03,94,https://charts-static.billboard.com/img/2025/12/fall-out-boy-4lw-itfeelslikechristmas-g73-180x180.jpg,Alternative,It Feels Like Christmas,Fall Out Boy,-,94,1
2026-01-03,95,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-iaintcomingback-l13-180x180.jpg,Country,I Ain't Coming Back,Morgan WallenFeaturingPost Malone,100,8,28
2026-01-03,96,https://charts-static.billboard.com/img/2025/08/loeshimmy-000-3am-fvs-180x180.jpg,Hip-Hop/Rap,3am,Loe Shimmy &Don Toliver,98,96,6
2026-01-03,97,https://charts-static.billboard.com/img/2025/11/cody-johnson-0vx-travelinsoldier-cvg-180x180.jpg,Country,Travelin' Soldier,Cody Johnson,91,12,7
2026-01-03,98,https://charts-static.billboard.com/img/2011/05/tyler-the-creator-e8x-180x180.jpg,Pop,Sugar On My Tongue,"Tyler, The Creator",96,41,23
2026-01-03,99,https://charts-static.billboard.com/img/2025/12/kato-m47-turnthelightsoff-9t4-180x180.jpg,Pop,Turn The Lights Off,KATO Featuring Jon,82,82,2
2026-01-03,100,https://charts-static.billboard.com/img/2025/11/siennaspiro-o5d-dieonthishill-f28-180x180.jpg,Pop,Die On This Hill,Sienna Spiro,-,100,1
2025-12-27,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-qmg-alliwantforchristmasisyou-7ve-180x180.jpg,Pop,All I Want For Christmas Is You,Mariah Carey,1,1,78
2025-12-27,2,https://charts-static.billboard.com/img/1958/12/bobby-helms-elv-jinglebellrock-dkg-180x180.jpg,Pop,Jingle Bell Rock,Bobby Helms,4,2,67
2025-12-27,3,https://charts-static.billboard.com/img/1960/12/brenda-lee-we3-rockinaroundthechristmastree-lnw-180x180.jpg,Pop,Rockin' Around The Christmas Tree,Brenda Lee,2,1,70
2025-12-27,4,https://charts-static.billboard.com/img/1998/01/wham-pyz-lastchristmas-xhm-180x180.jpg,Pop,Last Christmas,Wham!,3,2,52
2025-12-27,5,https://charts-static.billboard.com/img/2014/12/ariana-grande-i9s-santatellme-st8-180x180.jpg,Pop,Santa Tell Me,Ariana Grande,5,5,35
2025-12-27,6,https://charts-static.billboard.com/img/1960/12/nat-king-cole-4rw-thechristmassongmerrychristmastoyou-t9m-180x180.jpg,Pop,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",8,6,55
2025-12-27,7,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-60b-underneaththetree-hcd-180x180.jpg,Pop,Underneath The Tree,Kelly Clarkson,9,7,38
2025-12-27,8,https://charts-static.billboard.com/img/2011/12/dean-martin-000-letitsnowletitsnowletitsnow-ipd-180x180.jpg,Pop,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,11,7,41
2025-12-27,9,https://charts-static.billboard.com/img/2001/12/andy-williams-6it-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,Pop,It's The Most Wonderful Time Of The Year,Andy Williams,10,5,51
2025-12-27,10,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-thefateofophelia-ki7-180x180.jpg,Pop,The Fate Of Ophelia,Taylor Swift,7,1,11
2025-12-27,11,https://charts-static.billboard.com/img/2025/07/huntrxejaeaudreynunareiami-o2t-golden-ozh-180x180.jpg,K-Pop,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,1,26
2025-12-27,12,https://charts-static.billboard.com/img/2001/12/the-ronettes-ae9-sleighride-k35-180x180.jpg,Pop,Sleigh Ride,The Ronettes,14,8,38
2025-12-27,13,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Michael Buble,13,12,30
2025-12-27,14,https://charts-static.billboard.com/img/1998/01/jose-feliciano-dak-feliznavidad-eq3-180x180.jpg,Pop,Feliz Navidad,Jose Feliciano,16,6,42
2025-12-27,15,https://charts-static.billboard.com/img/2025/02/alexwarren-vcb-ordinary-jb8-180x180.jpg,Pop,Ordinary,Alex Warren,12,1,45
2025-12-27,16,https://charts-static.billboard.com/img/1998/01/burl-ives-2ew-ahollyjollychristmas-iae-180x180.jpg,Pop,A Holly Jolly Christmas,Burl Ives,15,4,50
2025-12-27,17,https://charts-static.billboard.com/img/2014/12/darlene-love-4un-christmasbabypleasecomehome-430-180x180.jpg,Pop,Christmas (Baby Please Come Home),Darlene Love,18,15,31
2025-12-27,18,https://charts-static.billboard.com/img/2025/08/oliviadean-8k4-manineed-jej-180x180.jpg,Pop,Man I Need,Olivia Dean,17,4,17
2025-12-27,19,https://charts-static.billboard.com/img/1958/12/chuck-berry-7i5-runrudolphrun-bp6-180x180.jpg,Pop,Run Rudolph Run,Chuck Berry,21,10,30
2025-12-27,20,https://charts-static.billboard.com/img/1958/12/bing-crosby-000-whitechristmas1947-imr-180x180.jpg,Pop,White Christmas (1947),Bing CrosbyWith Ken Darby Singers & John Scott Trotter & His Orchestra,19,12,43
2025-12-27,21,https://charts-static.billboard.com/img/2012/12/frank-sinatra-plj-jinglebells-vgd-180x180.jpg,Pop,Jingle Bells,Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins,20,16,22
2025-12-27,22,https://charts-static.billboard.com/img/2025/12/poohshiesty-klv-fdo-1pe-180x180.jpg,Hip-Hop/Rap,FDO,Pooh Shiesty,-,22,1
2025-12-27,23,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,It's Beginning To Look A Lot Like Christmas,Perry ComoAnd The Fontane Sisters WithMitchell Ayres And His Orchestra,22,12,31
2025-12-27,24,https://charts-static.billboard.com/img/2004/12/eartha-kitt-gmf-santababy-6tx-180x180.jpg,Pop,Santa Baby,Eartha KittWith Henri Rene And His Orchestra,27,20,16
2025-12-27,25,https://charts-static.billboard.com/img/2018/01/nat-king-cole-4rw-deckthehalls-cvy-180x180.jpg,Pop,Deck The Halls,Nat King Cole,23,16,21
2025-12-27,26,https://charts-static.billboard.com/img/2025/11/ellalangley-0yx-choosintexas-3s2-180x180.jpg,Country,Choosin' Texas,Ella Langley,25,11,9
2025-12-27,27,https://charts-static.billboard.com/img/1998/01/elvis-presley-7uo-bluechristmas-sbf-180x180.jpg,Pop,Blue Christmas,Elvis Presley,29,18,20
2025-12-27,28,https://charts-static.billboard.com/img/2003/12/gene-autry-ry1-herecomessantaclausrightdownsantaclauslane-9tl-180x180.jpg,Pop,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,28,21,28
2025-12-27,29,https://charts-static.billboard.com/img/2019/11/jonas-brothers-f8u-likeitschristmas-y6k-180x180.jpg,Pop,Like It's Christmas,Jonas Brothers,32,29,12
2025-12-27,30,https://charts-static.billboard.com/img/2025/02/sombr-2ps-backtofriends-xkb-180x180.jpg,Alternative,Back To Friends,sombr,26,10,38
2025-12-27,31,https://charts-static.billboard.com/img/2024/10/leonthomas-y3w-mutt-ch5-180x180.jpg,R&B/Soul,Mutt,Leon Thomas,24,6,46
2025-12-27,32,https://charts-static.billboard.com/img/1996/01/paul-mccartney-grq-wonderfulchristmastime-xyz-180x180.jpg,Pop,Wonderful Christmastime,Paul McCartney,33,26,19
2025-12-27,33,https://charts-static.billboard.com/img/1978/12/eagles-3gb-pleasecomehomeforchristmas-pgy-180x180.jpg,Rock,Please Come Home For Christmas,Eagles,34,18,20
2025-12-27,34,https://charts-static.billboard.com/img/2025/06/kehlani-b5q-folded-beh-180x180.jpg,R&B/Soul,Folded,Kehlani,30,7,27
2025-12-27,35,https://charts-static.billboard.com/img/1998/12/gene-autry-ry1-rudolphtherednosedreindeer-ujc-180x180.jpg,Pop,Rudolph The Red-Nosed Reindeer,Gene Autry& The Pinafores,35,16,32
2025-12-27,36,https://charts-static.billboard.com/img/1962/12/vince-guaraldi-trio-fha-180x180.jpg,Pop,Christmastime Is Here,Vince Guaraldi Trio,37,31,10
2025-12-27,37,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-opalite-05j-180x180.jpg,Pop,Opalite,Taylor Swift,31,2,11
2025-12-27,38,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-60b-santacantyouhearme-hin-180x180.jpg,Pop,"Santa, Can't You Hear Me",Kelly Clarkson&Ariana Grande,40,38,7
2025-12-27,39,https://charts-static.billboard.com/img/2009/12/thurl-ravenscroft-000-youreameanonemrgrinch-k4l-180x180.jpg,Pop,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,39,31,16
2025-12-27,40,https://charts-static.billboard.com/img/2003/03/michael-buble-qem-180x180.jpg,Pop,Holly Jolly Christmas,Michael Buble,38,36,4
2025-12-27,41,https://charts-static.billboard.com/img/2001/12/the-beach-boys-000-littlesaintnick-4t8-180x180.jpg,Pop,Little Saint Nick,The Beach Boys,41,25,14
2025-12-27,42,https://charts-static.billboard.com/img/2021/12/ed-sheeran-5jf-merrychristmas-pjm-180x180.jpg,Pop,Merry Christmas,Ed Sheeran&Elton John,44,38,11
2025-12-27,43,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Mistletoe,Justin Bieber,43,11,17
2025-12-27,44,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Daisies,Justin Bieber,36,2,23
2025-12-27,45,https://charts-static.billboard.com/img/2008/12/dean-martin-mm0-180x180.jpg,Pop,Baby It's Cold Outside,Dean Martin,48,36,5
2025-12-27,46,https://charts-static.billboard.com/img/1958/08/perry-como-aux-180x180.jpg,Pop,(There's No Place Like) Home For The Holidays (1959),Perry ComoWith Mitchell Ayers And His Orchestra,42,22,15
2025-12-27,47,https://charts-static.billboard.com/img/1997/01/donny-hathaway-000-thischristmas-2cc-180x180.jpg,Pop,This Christmas,Donny Hathaway,45,34,9
2025-12-27,48,https://charts-static.billboard.com/img/2002/01/the-jacksons-000-santaclausiscomintotown-vkq-180x180.jpg,Pop,Santa Claus Is Comin' To Town,Jackson 5,47,30,14
2025-12-27,49,https://charts-static.billboard.com/img/1958/09/andy-williams-6it-180x180.jpg,Pop,Happy Holiday / The Holiday Season,Andy Williams,46,18,23
2025-12-27,50,https://charts-static.billboard.com/img/2018/12/darlene-love-4un-winterwonderland-foc-180x180.jpg,Pop,Winter Wonderland,Darlene Love,49,48,4
2025-12-27,51,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Electronic,Mr Recoup,21 Savage&Drake,-,51,1
2025-12-27,52,https://charts-static.billboard.com/img/2025/08/chris-brown-cyh-itdepends-6sf-180x180.jpg,R&B/Soul,It Depends,Chris BrownFeaturingBryson Tiller,51,16,21
2025-12-27,53,https://charts-static.billboard.com/img/2025/10/raye-azb-whereismyhusband-mtb-180x180.jpg,Pop,Where Is My Husband!,RAYE,55,37,12
2025-12-27,54,https://charts-static.billboard.com/img/2022/01/oliviadean-8k4-180x180.jpg,Pop,So Easy (To Fall In Love),Olivia Dean,54,18,12
2025-12-27,55,https://charts-static.billboard.com/img/2024/11/riley-green-flo-dontmindifido-5mc-180x180.jpg,Pop,Don't Mind If I Do,Riley GreenFeaturing Ella Langley,52,32,20
2025-12-27,56,https://charts-static.billboard.com/img/2025/10/tatemcrae-vd8-titfortat-qq9-180x180.jpg,Pop,Tit For Tat,Tate McRae,53,3,12
2025-12-27,57,https://charts-static.billboard.com/img/2016/09/gunna-t8f-180x180.jpg,Pop,wgft,GunnaFeaturingBurna Boy,56,40,19
2025-12-27,58,https://charts-static.billboard.com/img/2025/05/morgan-wallen-eos-20cigarettes-37w-180x180.jpg,Country,20 Cigarettes,Morgan Wallen,57,20,30
2025-12-27,59,https://charts-static.billboard.com/img/2021/01/mariahthescientist-nuo-180x180.jpg,R&B/Soul,Is It A Crime,Mariah The Scientist&Kali Uchis,58,45,19
2025-12-27,60,https://charts-static.billboard.com/img/2025/07/katseye-xrz-gabriela-iea-180x180.jpg,Pop,Gabriela,KATSEYE,60,31,22
2025-12-27,61,https://charts-static.billboard.com/img/2024/05/mylessmith-w4f-180x180.jpg,Singer/Songwriter,Nice To Meet You,Myles Smith,61,54,28
2025-12-27,62,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg,Pop,Yukon,Justin Bieber,63,17,23
2025-12-27,63,https://charts-static.billboard.com/img/2025/03/russell-dickerson-aem-happentome-tcj-180x180.jpg,Pop,Happen To Me,Russell Dickerson,62,28,35
2025-12-27,64,https://charts-static.billboard.com/img/2023/02/bigxthaplug-b4l-180x180.jpg,Hip-Hop/Rap,Hell At Night,BigXthaPlug Featuring Ella Langley,64,35,19
2025-12-27,65,https://charts-static.billboard.com/img/2025/07/meganmoroney-ugl-6monthslater-74i-180x180.jpg,Pop,6 Months Later,Megan Moroney,66,30,26
2025-12-27,66,https://charts-static.billboard.com/img/2024/11/hudsonwestbrook-9ly-houseagain-zq0-180x180.jpg,Country,House Again,Hudson Westbrook,65,47,35
2025-12-27,67,https://charts-static.billboard.com/img/2025/09/sabrina-carpenter-l0r-tears-3zb-180x180.jpg,Pop,Tears,Sabrina Carpenter,59,3,16
2025-12-27,68,https://charts-static.billboard.com/img/2024/11/maxmcnown-0ht-bettermeforyoubrowneyes-h8h-180x180.jpg,Country,Better Me For You (Brown Eyes),Max McNown,67,50,27
2025-12-27,69,https://charts-static.billboard.com/img/2025/11/oliviadean-8k4-acoupleminutes-of9-180x180.jpg,Pop,A Couple Minutes,Olivia Dean,69,55,8
2025-12-27,70,https://charts-static.billboard.com/img/2025/05/cody-johnson-0vx-thefall-rvi-180x180.jpg,Country,The Fall,Cody Johnson,68,68,12
2025-12-27,71,https://charts-static.billboard.com/img/2025/11/gwen-stefani-m9c-shakethesnowglobe-vm7-180x180.jpg,Pop,Shake The Snow Globe,Gwen Stefani,74,71,3
2025-12-27,72,https://charts-static.billboard.com/img/2025/05/youngboy-never-broke-again-ak3-shotcallin-a7o-180x180.jpg,Hip-Hop/Rap,Shot Callin,YoungBoy Never Broke Again,70,43,14
2025-12-27,73,https://charts-static.billboard.com/img/2019/01/shaboozey-2wm-180x180.jpg,Country,Amen,Shaboozey&Jelly Roll,75,56,32
2025-12-27,74,https://charts-static.billboard.com/img/2008/04/she-him-5u4-180x180.jpg,Rock,I Thought I Saw Your Face Today,She & Him,99,74,2
2025-12-27,75,https://charts-static.billboard.com/img/2025/08/alexwarren-vcb-eternity-s7w-180x180.jpg,Pop,Eternity,Alex Warren,79,16,16
2025-12-27,76,https://charts-static.billboard.com/img/2025/04/hardy-rmc-favoritecountrysong-jny-180x180.jpg,Country,Favorite Country Song,HARDY,80,76,8
2025-12-27,77,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Pop,HA,21 Savage,-,77,1
2025-12-27,78,https://charts-static.billboard.com/img/2025/10/tame-impala-nyr-dracula-dtm-180x180.jpg,Alternative,Dracula,Tame Impala,72,30,12
2025-12-27,79,https://charts-static.billboard.com/img/2025/08/sombr-2ps-12to12-142-180x180.jpg,Alternative,12 To 12,sombr,76,41,18
2025-12-27,80,https://charts-static.billboard.com/img/2025/09/jason-aldean-903-howfardoesagoodbyego-vgz-180x180.jpg,Country,How Far Does A Goodbye Go,Jason Aldean,84,80,10
2025-12-27,81,https://charts-static.billboard.com/img/2013/08/metro-boomin-koo-180x180.jpg,Hip-Hop/Rap,Take Me Thru Dere,"Metro Boomin,Quavo, Breskii & YKNIECE",73,69,12
2025-12-27,82,https://charts-static.billboard.com/img/2025/12/kato-m47-turnthelightsoff-9t4-180x180.jpg,Pop,Turn The Lights Off,KATO Featuring Jon,-,82,1
2025-12-27,83,https://charts-static.billboard.com/img/2016/03/cardi-b-tfu-180x180.jpg,Hip-Hop/Rap,ErrTime,Cardi B,83,43,12
2025-12-27,84,https://charts-static.billboard.com/img/2025/01/parmalee-3ux-cowgirl-thf-180x180.jpg,Country,Cowgirl,Parmalee,85,84,3
2025-12-27,85,https://charts-static.billboard.com/img/2025/10/taylor-swift-vug-elizabethtaylor-fes-180x180.jpg,Pop,Elizabeth Taylor,Taylor Swift,77,3,11
2025-12-27,86,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Pop,Where You From,21 Savage,-,86,1
2025-12-27,87,https://charts-static.billboard.com/img/2025/10/luke-combs-s5l-dayslikethese-eep-180x180.jpg,Country,Days Like These,Luke Combs,86,79,8
2025-12-27,88,https://charts-static.billboard.com/img/2025/09/ed-sheeran-5jf-camera-2jx-180x180.jpg,Pop,Camera,Ed Sheeran,87,58,14
2025-12-27,89,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-180x180.jpg,Pop,Stepbrothers,21 Savage& Young Nudy,-,89,1
2025-12-27,90,https://charts-static.billboard.com/img/2024/08/gavinadcock-zdi-180x180.jpg,Pop,Last One To Know,Gavin Adcock,81,54,18
